     Largura       Altura     Profund.        Valor       Numero      Rotacao
         105          631          374          568           13            2
         250          206           59          836           14            2
         911          291          862          664           15            2
         125          977          405          449           16            2
         782          498          681          118           17            2
         468          291          792          343           18            2
         476          311          784          409           19            2
         608          451          578          108           20            2
         625          503          298          125           21            2
         570          636          750          725           22            2
         281          968          343          981           23            2
         209          863          363          590           24            2
         630          926          483          516           25            2
         363          864          418          774           26            2
         991          821          165           35           27            2
           7          677          602          252           28            2
         870          834          869           48           29            2
         885          546          475           65           30            2
          12          225           46          155           31            2
         666          613          443          775           32            2
          97          474          526          755           33            2
         475           67          852          250           34            2
          95          371          174          753           35            2
         451          175          243          472           36            2
         450          497          188          487           37            2
          83          750          455          346           38            2
         227          458          411          864           39            2
         578          452           90          794           40            2
         153           24           70          932           41            2
         901          633          569          664           42            2
         787          721           50          965           43            2
         346          835          278           74           44            2
         934          438          172          456           45            2
         564          366          935          710           46            2
         197          113          530          104           47            2
         531          767          175          792           48            2
         263          542          908          718           49            2
          88           40          174          804           50            2
         687          905          750           81           51            2
          96          709          650          834           52            2
         274          501          843          449           53            2
         921          803          182          766           54            2
         876          567          598          727           55            2
         149          103          831           40           56            2
         556          334          141          158           57            2
         918          565          670          813           58            2
         854          826          787          372           59            2
         863          279           25           49           60            2
         985          111          498           92           61            2
         160          744          221          539           62            2
          26          792          305          245           63            2
         689          978           28           99           64            2
           8          962          716          502           65            2
         297          379          812          919           66            2
         596          167          130          526           67            2
          56          779          983          520           68            2
         761          626          762           63           69            2
         366          211          549          207           70            2
         989          469          913          619           71            2
          59          257          345          149           72            2
         576          724          671          212           73            2
         810          921          305          409           74            2
         922          467          980          114           75            2
         561          525          665          261           76            2
         800          658          266          532           77            2
         118          169          191          960           78            2
         500          251          155          433           79            2
         598          832           79          863           80            2
         964          831           25          243           81            2
         100          966          994          429           82            2
         391          589          364          201           83            2
         322           63          187          213           84            2
         402           24          299          997           85            2
         972          831          470          451           86            2
         604          943          240          332           87            2
         682          499          972          566           88            2
         214          899          853          616           89            2
         126           86          443           77           90            2
         719          808          873          764           91            2
           5          971          564          343           92            2
         790           35          674          331           93            2
         505          428          383          696           94            2
          43          147          214          426           95            2
         297          312          247          703           96            2
         704          787          741          936           97            2
         984          395          753           76           98            2
         524          793          314          586           99            2
         912          364          279          933          100            2
         521           36          539          195          101            2
         215          138          392           14          102            2
         635          360          596           93          103            2
         115          304          732           25          104            2
          87          744          982          578          105            2
         623          573          886          553          106            2
          57          325          887          302          107            2
         983          210          207          359          108            2
         888          843          118          926          109            2
         381          267          661          804          110            2
         763          745          579          933          111            2
         810          344           13            4          112            2
         517          940          982           40          113            2
         424          259          679          412          114            2
         756          375          936          447          115            2
         258          149          730          710          116            2
         946          523          201          122          117            2
          28          646           61          658          118            2
         770          790            6          903          119            2
         460          170          369          510          120            2
         245          705          559          700          121            2
         607          974          948          179          122            2
         383          991          644          297          123            2
         816          333          696          461          124            2
         258          111          391           77          125            2
          49          723          891          883          126            2
         696          278          288           59          127            2
         414          154          759          186          128            2
         334           78          310          899          129            2
         505            3          947            3          130            2
         258          192          365          344          131            2
         959          763          362          859          132            2
         914          714          385          594          133            2
         811          595          103          587          134            2
         985          215          794          723          135            2
         359           50          402          859          136            2
          42          452          440          697          137            2
         712           62           18            8          138            2
         359          146          581          239          139            2
         302          422           38          677          140            2
         466          115          973          988          141            2
         983          868          837           87          142            2
         436          657          970          490          143            2
         446          308          289          395          144            2
         258          443          840          523          145            2
         611          921          728          627          146            2
         783          526          612          821          147            2
         905          709          624          998          148            2
         222           31          601          387          149            2
         563          101          177          935          150            2
         940          226          716          125          151            2
         458          381          943          852          152            2
         578          440          684          667          153            2
         290          864          903          331          154            2
          26          294          519          490          155            2
         269          112          415          298          156            2
         326          975          982          750          157            2
         399           57          248          607          158            2
         246          319          773          555          159            2
         453          230           16          608          160            2
         165           19          300          493          161            2
         479          874           57          681          162            2
         101          833            5          357          163            2
         860          430          746          197          164            2
         523          327          305          167          165            2
         196          437          217          777          166            2
         571          849           18          317          167            2
         191          441          999          568          168            2
         456          291          924          461          169            2
         618          369          719          802          170            2
          97          377          725          823          171            2
         830          965          229          194          172            2
         566          752           19          939          173            2
         177          616           38          383          174            2
         460          633          171          859          175            2
         891          684          236          148          176            2
         579          191           46           45          177            2
         102          529          923          554          178            2
         970          393          523          705          179            2
         453          774           96          377          180            2
         591          682          719          370          181            2
         386          852          185          656          182            2
         522          538          364          562          183            2
         662          753          576          166          184            2
         666          585          427          504          185            2
          57          997          537          103          186            2
         764          435          954          516          187            2
         176          891          689          484          188            2
         694          181          863          170          189            2
         375          738          226          708          190            2
         237           88          481          497          191            2
         558          593          640          466          192            2
         374          414          140          219          193            2
          73          530           41          756          194            2
         955          213          773          115          195            2
         724          853          889          158          196            2
         985          885          366          122          197            2
         632          280          495          452          198            2
           5          107          799          904          199            2
         958          654            7          848          200            2
