     Largura       Altura     Profund.        Valor       Numero      Rotacao
         840          665          162          667          283            1
         363          990          431          192          284            1
         672          863          299          548          285            1
         704          517          489          471          286            1
         225          172          989          686          287            1
         207          278          348          275          288            1
         482          142          924          460          289            1
         734          130          463          911          290            1
         572          311           73          890          291            1
         135           20           43          573          292            1
         504          776          826          349          293            1
         157          955          579          858          294            1
         752          332          465           51          295            1
         575          632          882          248          296            1
         705          379          314          873          297            1
         275          953          482          572          298            1
         457          809          474          566          299            1
         120          292          102          781          300            1
         768          436          854          824          301            1
         513          987           46          971          302            1
         966          520          400          959          303            1
         710          992          450          192          304            1
         313          444           10          418          305            1
         192          724          927          419          306            1
         724          577         1000          633          307            1
         170          629          341          325          308            1
         711          493          704           38          309            1
         412          842          238          313          310            1
         957           49          393          492          311            1
         740          395          316          897          312            1
         561          784           62          851          313            1
          88          287          227          926          314            1
         663          289          527          434          315            1
         809          276          134          355          316            1
         128          191          901          566          317            1
         536          688          119          895          318            1
         124          608          627          184          319            1
         389          420          223          300          320            1
         508          166          770          560          321            1
         453          890          148           51          322            1
          97          922          704          490          323            1
         577           12          837          117          324            1
         509          413          319          525          325            1
         153           52          604          193          326            1
         546          922          676          751          327            1
         983          516           58           82          328            1
         477          939          520          893          329            1
         376          418          795          659          330            1
         573          589          910          293          331            1
         237           18          270           13          332            1
         634          438           24          376          333            1
         380          294          333           83          334            1
          65          435          375          675          335            1
         801           12          177          880          336            1
         159          713          702          212          337            1
         916          283          767          482          338            1
         268          998          495          241          339            1
          13          819          464          217          340            1
         245          324           57          859          341            1
         479          160           46          999          342            1
         375          873          504          940          343            1
         276           40          750          846          344            1
          10          982          511          536          345            1
         771          130          381          140          346            1
         690           76          516           75          347            1
         555          353          941          963          348            1
         399          195          948          558          349            1
          50          640          834          554          350            1
         931          176          784          272          351            1
         418          349           26          624          352            1
          48          642          614          439          353            1
         757          294          728           62          354            1
         932          421          983          220          355            1
         709          484          878          150          356            1
         924          415           70          929          357            1
         924          733          871          358          358            1
         399          498          169          100          359            1
         302          176          516          185          360            1
         430          897          950          924          361            1
         909           36          422          632          362            1
         859          377          541          916          363            1
         342          329          681           89          364            1
         546          806          754          103          365            1
         255          477          376          761          366            1
         579          513          236          398          367            1
         172          501          558          862          368            1
         309          320          199          422          369            1
         788          884          792          492          370            1
         943          543          529          649          371            1
         955          273          673          721          372            1
         572          617          452          290          373            1
         786          703          281          877          374            1
         698          623            4          369          375            1
         491          891          479          855          376            1
          44          854           93          539          377            1
         666           39          993          287          378            1
         881          782          816          888          379            1
          14           11          184          295          380            1
         908          557          631          796          381            1
         692          831          221          378          382            1
         481          528          819          563          383            1
          81          419          192          489          384            1
         684          814           92          211          385            1
         124          195          663          344          386            1
          36          934           50          881          387            1
         567          155           14          368          388            1
          27          548          153          915          389            1
          82          612           53          847          390            1
         999          259          945          264          391            1
         728          370          201          444          392            1
         939          503          403          198          393            1
         371           28           62          962          394            1
         964          325          331          452          395            1
         785          625          971          227          396            1
         473          861          215          943          397            1
         259          503          313          419          398            1
         567          711          395          972          399            1
         709          922          842          863          400            1
         132          731          418          568            1            2
         815          376          791           52            2            2
         100          540          275          381            3            2
         263          866          681          460            4            2
         732          366          540           53            5            2
         126          119          319          660            6            2
         888          786          126          402            7            2
         652          807          676          258            8            2
         198          204          458            5            9            2
         345            3            9          557           10            2
         769          221           92          956           11            2
          96          297          471           68           12            2
         744          364          144          378           13            2
         819          724          266          412           14            2
         232          160          448          845           15            2
         233          630          655          253           16            2
         707          585          766          740           17            2
         429          982          480          558           18            2
         342          577          828           79           19            2
         949          495          815          826           20            2
         442          578          239          171           21            2
         463          882          212          172           22            2
         785          979          486          975           23            2
         830          668          986          724           24            2
           2           38          283          396           25            2
         859          937          232          983           26            2
         367          920          121          142           27            2
         383          626          514          371           28            2
          62          675          940          744           29            2
         335          262          678          753           30            2
         311          661          633          168           31            2
         940          575          132          400           32            2
         828          691          154          574           33            2
         242          769          163           89           34            2
         119          843          167          855           35            2
         897          646          528          575           36            2
         208          673          874          463           37            2
          37          576          804          808           38            2
         339          758          762          324           39            2
         779          274          274          306           40            2
         809          875           71          964           41            2
         928          916          242          554           42            2
          38          831          928          528           43            2
         790           54          400          929           44            2
         763          857          150          327           45            2
         796          186          606          717           46            2
         464          606          554          477           47            2
         149          592          420          123           48            2
         842          549          650          938           49            2
         840          982          882          196           50            2
         437          199          343          278           51            2
         708          868          244          335           52            2
         907          937          616          988           53            2
         518          420          982          641           54            2
          88          407          266          153           55            2
         538           54          863          189           56            2
         618          641          627          575           57            2
         185          491          406          653           58            2
         293          905          280          360           59            2
         638           43          952          912           60            2
         521          805          919          675           61            2
          36          853          157          697           62            2
         936          916          980          625           63            2
         643          602          304          483           64            2
         701          975            5          185           65            2
         489          120          688          979           66            2
         200          627          787          553           67            2
         122          113           66          772           68            2
         473          229          319          426           69            2
         982          220          864          386           70            2
         740          346          844          478           71            2
         423          867          610          244           72            2
         956          779          875          960           73            2
          68           86          247          586           74            2
         386          214          965          679           75            2
         189          396          730          599           76            2
         562          141          272          161           77            2
         863          159          371          923           78            2
         820          308          291          855           79            2
         281          941          185          205           80            2
         334          754           13          327           81            2
         550          709          129          744           82            2
         609          145           82          661           83            2
         160          641          856          498           84            2
         271          448          319           43           85            2
         862          973          582         1000           86            2
         815          226          798          274           87            2
         273           87          855          820           88            2
         507          479          690          799           89            2
         321          704          649          978           90            2
         651          813          764          800           91            2
         134          609          738          983           92            2
         672          658          308          296           93            2
         865          721           98          994           94            2
         156          482          116          588           95            2
         673          376          962          174           96            2
         594          153          630          820           97            2
         383          330          751          225           98            2
         622          758          443          392           99            2
         885          929          835          884          100            2
         452          198          760          455          101            2
         827          238          917          549          102            2
         229            9          203          514          103            2
         707          747          121          402          104            2
          17          854          191          220          105            2
         496           71          445          350          106            2
         645           30          965          812          107            2
         605          623          542          153          108            2
         941          950           82          239          109            2
         362          274          189          195          110            2
          24          855          325          684          111            2
         372          425          836          120          112            2
         755          437          940          280          113            2
         660          910          331          528          114            2
         385          307          259          103          115            2
          77          592          140          153          116            2
         645          495          448          539          117            2
         229          819          293           48          118            2
         816          276          612          798          119            2
         931          590          691          172          120            2
          68          717          901          733          121            2
          38          438          756          880          122            2
         943          274          171          845          123            2
          78          878          827           26          124            2
           2          279          679          715          125            2
         836          293          609            8          126            2
          11          885          560          299          127            2
         287          700          910          630          128            2
         191           73          788          524          129            2
         276          770          188          879          130            2
         638          842          667          461          131            2
         802          229          990          633          132            2
         983          497          942          380          133            2
         692          698          947           29          134            2
         471          494           51          529          135            2
         308          859          119          745          136            2
         737          721          166          150          137            2
         601          901          235          880          138            2
         695           80          948          380          139            2
         669          205          486          540          140            2
         648          675          623          206          141            2
         731          639          873          248          142            2
         281           73          376          537          143            2
         676          220          771          581          144            2
         216          352          698          516          145            2
         173          506          760          181          146            2
         196          832          727          963          147            2
         281          572          811          684          148            2
         862           46          201          423          149            2
         859          121          959           50          150            2
         642          496          377          843          151            2
         728          812          490          231          152            2
         136          407          967           39          153            2
         475           17           37          993          154            2
         267          605          270          789          155            2
         239          930          854          168          156            2
         640          247          442          691          157            2
         122          610          494          190          158            2
         542          600          992          109          159            2
         454            7          876          129          160            2
         317          154          372          129          161            2
         949          383          305          559          162            2
         504          112          347          315          163            2
         470            5          362          996          164            2
         443          678           54          132          165            2
         710          593          828          758          166            2
         831          947          160          564          167            2
         320          526          758          662          168            2
         929          969          129           42          169            2
         174          475          673          692          170            2
         249           91          217          323          171            2
         307          572          311          711          172            2
         422          207          162           57          173            2
          69          391          662          478          174            2
         181          656          932          774          175            2
         887          874          237          642          176            2
         597          603          977          138          177            2
         516          450          948          472          178            2
         590          628          952          369          179            2
         771          436          710          324          180            2
         783          175          942          620          181            2
          82          342          728          672          182            2
         175          359          954          470          183            2
         159          632          951          994          184            2
         979          687          675          793          185            2
         609          516          886          134          186            2
          92          135          693           34          187            2
         917          148          151          636          188            2
         782          122          591          505          189            2
         482          722           96          594          190            2
         312          896          559          499          191            2
         486          803          162          731          192            2
         566          625          158          264          193            2
         521          455          394          319          194            2
          84          176          736          330          195            2
         146          965          811          202          196            2
         641          613          198          971          197            2
         611          798          231          343          198            2
         891          984           30          784          199            2
          17          400          869          284          200            2
         105          316           15          815          201            2
         903          476          252          191          202            2
         307          912          782          354          203            2
         446          544          903          785          204            2
         370          502          466          162          205            2
         286          912          775          870          206            2
         553          193           91           96          207            2
         360          522          864          616          208            2
          47           64          171          739          209            2
         628          610          966          237          210            2
         796          243          652          944          211            2
         143          247          158          412          212            2
         103          874          471           87          213            2
         513          533          986          764          214            2
         223           25          648          741          215            2
         545          562          959          186          216            2
         430          322          163          995          217            2
         928          844          677          979          218            2
         177          747          312          606          219            2
         844          963          873           46          220            2
         286          470          674          195          221            2
         380          177          930          963          222            2
         700          456          585           48          223            2
          43          256           74          813          224            2
         361          922          328          662          225            2
         431          525          786           30          226            2
         148          818          832          619          227            2
         746          317          540          263          228            2
         649          640          253          404          229            2
         815          293          395          251          230            2
         916          439          951          821          231            2
         689          814          687          617          232            2
          46          229          123          320          233            2
         888          341          269          918          234            2
         443          703          934          488          235            2
          16          948           81          401          236            2
         348          425          946          470          237            2
         142          304          492          745          238            2
         950          862          486           65          239            2
         128          342           61          814          240            2
         898          783          893          952          241            2
         736           78          328          466          242            2
         239          676          755          428          243            2
         421          675          496          303          244            2
         742          302          644          332          245            2
         776          344           32          109          246            2
         649          876          663          809          247            2
         379          508          954          516          248            2
         754          513          304           11          249            2
         149          390          432          954          250            2
         581          154          725          169          251            2
         621           30          447          390          252            2
         800          549          680          495          253            2
         750          268          388          814          254            2
         777          350          171          162          255            2
         600          962           99           39          256            2
         104          985          588          213          257            2
         504          651          433           53          258            2
         521          981          785          886          259            2
         712          892          580          996          260            2
         188          716          543          791          261            2
          55          621          279          516          262            2
         707          112          613          226          263            2
         272          390          906          775          264            2
         572          671          842          755          265            2
         251           86          970          370          266            2
         848            8          687          384          267            2
         355          586          382           29          268            2
         843           38          451          251          269            2
          42          356          602          459          270            2
         561          386          682          265          271            2
         473          221          434          659          272            2
         568          586          260          594          273            2
           4          427          103          933          274            2
         692          143          146          228          275            2
         857          319          995          304          276            2
         594          148          752          387          277            2
           7           76          641          836          278            2
          22          948           40           27          279            2
         377          308          496          979          280            2
         419           83          931          648          281            2
         479          462          845          944          282            2
         665          840          162          667          283            2
         990          363          431          192          284            2
         863          672          299          548          285            2
         517          704          489          471          286            2
         172          225          989          686          287            2
         278          207          348          275          288            2
         142          482          924          460          289            2
         130          734          463          911          290            2
         311          572           73          890          291            2
          20          135           43          573          292            2
         776          504          826          349          293            2
         955          157          579          858          294            2
         332          752          465           51          295            2
         632          575          882          248          296            2
         379          705          314          873          297            2
         953          275          482          572          298            2
         809          457          474          566          299            2
         292          120          102          781          300            2
         436          768          854          824          301            2
         987          513           46          971          302            2
         520          966          400          959          303            2
         992          710          450          192          304            2
         444          313           10          418          305            2
         724          192          927          419          306            2
         577          724         1000          633          307            2
         629          170          341          325          308            2
         493          711          704           38          309            2
         842          412          238          313          310            2
          49          957          393          492          311            2
         395          740          316          897          312            2
         784          561           62          851          313            2
         287           88          227          926          314            2
         289          663          527          434          315            2
         276          809          134          355          316            2
         191          128          901          566          317            2
         688          536          119          895          318            2
         608          124          627          184          319            2
         420          389          223          300          320            2
         166          508          770          560          321            2
         890          453          148           51          322            2
         922           97          704          490          323            2
          12          577          837          117          324            2
         413          509          319          525          325            2
          52          153          604          193          326            2
         922          546          676          751          327            2
         516          983           58           82          328            2
         939          477          520          893          329            2
         418          376          795          659          330            2
         589          573          910          293          331            2
          18          237          270           13          332            2
         438          634           24          376          333            2
         294          380          333           83          334            2
         435           65          375          675          335            2
          12          801          177          880          336            2
         713          159          702          212          337            2
         283          916          767          482          338            2
         998          268          495          241          339            2
         819           13          464          217          340            2
         324          245           57          859          341            2
         160          479           46          999          342            2
         873          375          504          940          343            2
          40          276          750          846          344            2
         982           10          511          536          345            2
         130          771          381          140          346            2
          76          690          516           75          347            2
         353          555          941          963          348            2
         195          399          948          558          349            2
         640           50          834          554          350            2
         176          931          784          272          351            2
         349          418           26          624          352            2
         642           48          614          439          353            2
         294          757          728           62          354            2
         421          932          983          220          355            2
         484          709          878          150          356            2
         415          924           70          929          357            2
         733          924          871          358          358            2
         498          399          169          100          359            2
         176          302          516          185          360            2
         897          430          950          924          361            2
          36          909          422          632          362            2
         377          859          541          916          363            2
         329          342          681           89          364            2
         806          546          754          103          365            2
         477          255          376          761          366            2
         513          579          236          398          367            2
         501          172          558          862          368            2
         320          309          199          422          369            2
         884          788          792          492          370            2
         543          943          529          649          371            2
         273          955          673          721          372            2
         617          572          452          290          373            2
         703          786          281          877          374            2
         623          698            4          369          375            2
         891          491          479          855          376            2
         854           44           93          539          377            2
          39          666          993          287          378            2
         782          881          816          888          379            2
          11           14          184          295          380            2
         557          908          631          796          381            2
         831          692          221          378          382            2
         528          481          819          563          383            2
         419           81          192          489          384            2
         814          684           92          211          385            2
         195          124          663          344          386            2
         934           36           50          881          387            2
         155          567           14          368          388            2
         548           27          153          915          389            2
         612           82           53          847          390            2
         259          999          945          264          391            2
         370          728          201          444          392            2
         503          939          403          198          393            2
          28          371           62          962          394            2
         325          964          331          452          395            2
         625          785          971          227          396            2
         861          473          215          943          397            2
         503          259          313          419          398            2
         711          567          395          972          399            2
         922          709          842          863          400            2
