     Largura       Altura     Profund.        Valor       Numero      Rotacao
          13            7            2           74          121            1
          13            7            4           92          122            1
           5            7            4           48          123            1
           5            7            4           51          124            1
           7            7            2           48          125            1
          13            7            2           83          126            1
           5            7            2           42          127            1
           7            7            2           51          128            1
          13            7            2           79          129            1
           7            7            2           51          130            1
           7            7            2           53          131            1
           5            7            4           53          132            1
           7            7            4           57          133            1
           5            7            4           51          134            1
          13            8            4           95          135            1
           5            8            2           50          136            1
          13            8            4          101          137            1
           5            8            2           48          138            1
           7            8            4           69          139            1
           5            8            2           50          140            1
           5            8            4           61          141            1
           5            8            2           48          142            1
          13            8            2           85          143            1
           7            8            2           55          144            1
          13            8            4          101          145            1
          13            8            4          101          146            1
           5            8            4           55          147            1
           5            8            2           48          148            1
           5            8            4           61          149            1
          13            8            4          106          150            1
           7            8            4           72          151            1
          13            8            4          106          152            1
          13            8            4          101          153            1
           5            8            4           61          154            1
          13            8            2           85          155            1
          13            8            2           91          156            1
           7            8            2           58          157            1
          13            9            4          119          158            1
           7            9            2           66          159            1
          13            9            2          102          160            1
           5            9            4           69          161            1
           7            9            4           81          162            1
          13            9            2           96          163            1
           5            9            2           56          164            1
           7            9            2           69          165            1
           7            9            2           66          166            1
           5            9            4           66          167            1
          13            9            2          106          168            1
           7            9            4           81          169            1
          13            9            2          106          170            1
          13            9            4          107          171            1
          13            9            2          106          172            1
           7            9            4           81          173            1
           7            9            4           73          174            1
          13            9            2           96          175            1
           7            9            2           66          176            1
           7            9            4           81          177            1
           7            9            4           81          178            1
           7            9            2           66          179            1
           7            9            4           73          180            1
          13            9            4          107          181            1
           5            9            4           62          182            1
           7            9            4           73          183            1
           5           10            2           60          184            1
          13           10            4          119          185            1
           7           10            4           87          186            1
          13           10            2          113          187            1
          13           10            2          113          188            1
          13           10            4          132          189            1
           7           10            4           81          190            1
           7           10            4           87          191            1
           7           10            4           81          192            1
          13           10            4          132          193            1
           5           10            2           56          194            1
           5           10            4           69          195            1
          13           10            2          113          196            1
           5           10            2           56          197            1
           7           10            2           76          198            1
          13           10            4          132          199            1
           7           10            2           76          200            1
          13           10            2          107          201            1
           7           10            2           69          202            1
           5           10            2           60          203            1
           7           10            4           90          204            1
           7           11            4           90          205            1
           5           11            2           69          206            1
          13           11            4          146          207            1
           7           11            2           76          208            1
          13           11            2          117          209            1
           5           11            4           76          210            1
           5           11            4           76          211            1
           5           11            4           76          212            1
           5           11            4           84          213            1
           7           11            4           90          214            1
           5           11            4           76          215            1
           5           11            4           76          216            1
           5           11            2           69          217            1
           7           11            4           95          218            1
          13           12            4          152          219            1
          13           12            4          152          220            1
          13           12            4          152          221            1
          13           12            2          142          222            1
          13           12            4          152          223            1
          13           12            2          142          224            1
           7           12            2           83          225            1
           5           12            2           75          226            1
          13           12            4          152          227            1
           5           12            2           75          228            1
           5           12            2           75          229            1
           5           12            4           92          230            1
           5           12            4           83          231            1
           5           12            2           75          232            1
           7           12            2           88          233            1
           5           12            4           88          234            1
           5           12            4           83          235            1
           7           12            2           83          236            1
           5           12            2           72          237            1
          13           12            4          159          238            1
           7           12            4           98          239            1
          13           13            2          148          240            1
          13           13            4          155          241            1
          13           13            2          139          242            1
           5           13            4           99          243            1
          13           13            2          139          244            1
           5           13            4           90          245            1
          13           13            4          165          246            1
           7           13            4          118          247            1
           5           13            4           95          248            1
          13           13            4          165          249            1
          13           13            4          155          250            1
           5           13            4           99          251            1
          13           13            4          172          252            1
           7           13            2           90          253            1
          13           13            2          139          254            1
           5           13            4           99          255            1
          13           13            4          165          256            1
          13           13            2          154          257            1
           5           13            4           99          258            1
          13           13            4          165          259            1
           7           13            4          118          260            1
           5           13            4           95          261            1
           5           13            4           99          262            1
           7           13            4          106          263            1
           7           13            2           90          264            1
          13           13            4          155          265            1
           5           14            4           97          266            1
           7           14            2           97          267            1
           5           14            2           88          268            1
           5           14            2           84          269            1
           7           14            4          127          270            1
          13           14            4          185          271            1
           7           14            4          121          272            1
          13           14            4          178          273            1
          13           14            4          178          274            1
           7           14            4          127          275            1
           7           14            2          103          276            1
           7           14            2           97          277            1
           5           14            2           88          278            1
           7           15            2          110          279            1
           5           15            4          110          280            1
           7           15            2          115          281            1
           5           15            2           85          282            1
           7           15            4          130          283            1
          13           15            2          170          284            1
           5           15            4          115          285            1
           7           15            2          115          286            1
           5           15            4          110          287            1
           5           15            4          115          288            1
           5           15            2           90          289            1
           5           15            2           94          290            1
          13           15            2          160          291            1
           5           15            4          103          292            1
           5           15            2           94          293            1
           5           15            4          103          294            1
          13           15            2          160          295            1
           5           15            2           94          296            1
           7           15            2          110          297            1
          13           15            4          199          298            1
          13           15            2          178          299            1
           5           15            2           85          300            1
           3           13            2           34            1            2
           3            7            2           22            2            2
           3           13            2           35            3            2
           3            7            4           24            4            2
           3            5            4           22            5            2
           3            5            4           20            6            2
           3            5            2           17            7            2
           3           13            2           34            8            2
           3           13            2           35            9            2
           3            5            2           17           10            2
           3            7            4           24           11            2
           3           13            4           38           12            2
           3            7            2           20           13            2
           3           13            2           34           14            2
           3            5            2           17           15            2
           3            5            2           18           16            2
           3            7            4           24           17            2
           3            5            4           20           18            2
           3           13            2           32           19            2
           3            5            4           23           20            2
           3            7            4           27           21            2
           3            7            2           23           22            2
           3            5            2           17           23            2
           3            5            2           17           24            2
           3           13            4           35           25            2
           3            7            4           26           26            2
           3            7            4           27           27            2
           4            5            2           24           28            2
           4            7            4           34           29            2
           4            7            4           32           30            2
           4            5            4           30           31            2
           4            7            4           34           32            2
           4            7            2           30           33            2
           4            5            4           29           34            2
           4            5            2           24           35            2
           4            5            4           30           36            2
           4           13            4           47           37            2
           4            7            4           34           38            2
           4           13            4           47           39            2
           4            7            2           27           40            2
           4            7            4           32           41            2
           4           13            4           47           42            2
           4            7            4           34           43            2
           4            5            2           22           44            2
           4           13            4           50           45            2
           4            5            4           27           46            2
           5           13            2           56           47            2
           5            7            4           45           48            2
           5            7            2           38           49            2
           5            7            2           34           50            2
           5            5            2           31           51            2
           5           13            2           53           52            2
           5            5            4           36           53            2
           5            7            4           43           54            2
           5            5            2           31           55            2
           5            5            2           30           56            2
           5           13            4           66           57            2
           5            5            2           28           58            2
           5            7            2           34           59            2
           5            7            4           43           60            2
           5            7            2           36           61            2
           5            7            2           34           62            2
           5           13            4           63           63            2
           5            5            4           38           64            2
           5           13            4           59           65            2
           5            5            2           30           66            2
           6            5            2           36           67            2
           6           13            2           71           68            2
           6            7            2           44           69            2
           6            5            2           37           70            2
           6           13            2           71           71            2
           6            5            2           34           72            2
           6            7            4           52           73            2
           6           13            2           64           74            2
           6           13            2           64           75            2
           6            7            4           52           76            2
           6           13            4           76           77            2
           6            5            2           37           78            2
           6           13            2           64           79            2
           6            5            2           34           80            2
           6            7            4           49           81            2
           6            7            2           44           82            2
           6            7            4           49           83            2
           6            5            4           41           84            2
           6            5            4           41           85            2
           6           13            4           76           86            2
           6            5            2           36           87            2
           6           13            4           79           88            2
           6            5            2           36           89            2
           6           13            4           76           90            2
           6            7            2           44           91            2
           6           13            4           76           92            2
           6            7            2           46           93            2
           6           13            4           76           94            2
           6            7            4           52           95            2
           6           13            4           79           96            2
           6            7            4           49           97            2
           6           13            4           76           98            2
           6           13            4           76           99            2
           6            7            2           46          100            2
           7            7            2           48          101            2
           7            5            4           53          102            2
           7            7            4           60          103            2
           7           13            4           89          104            2
           7            7            4           63          105            2
           7           13            4           89          106            2
           7            7            4           57          107            2
           7            5            2           44          108            2
           7            7            4           63          109            2
           7            5            2           39          110            2
           7           13            2           79          111            2
           7            5            2           42          112            2
           7           13            4           83          113            2
           7           13            4           89          114            2
           7            5            4           53          115            2
           7            7            4           57          116            2
           7            7            4           63          117            2
           7            5            4           53          118            2
           7           13            4           92          119            2
           7            7            2           53          120            2
           7           13            2           74          121            2
           7           13            4           92          122            2
           7            5            4           48          123            2
           7            5            4           51          124            2
           7            7            2           48          125            2
           7           13            2           83          126            2
           7            5            2           42          127            2
           7            7            2           51          128            2
           7           13            2           79          129            2
           7            7            2           51          130            2
           7            7            2           53          131            2
           7            5            4           53          132            2
           7            7            4           57          133            2
           7            5            4           51          134            2
           8           13            4           95          135            2
           8            5            2           50          136            2
           8           13            4          101          137            2
           8            5            2           48          138            2
           8            7            4           69          139            2
           8            5            2           50          140            2
           8            5            4           61          141            2
           8            5            2           48          142            2
           8           13            2           85          143            2
           8            7            2           55          144            2
           8           13            4          101          145            2
           8           13            4          101          146            2
           8            5            4           55          147            2
           8            5            2           48          148            2
           8            5            4           61          149            2
           8           13            4          106          150            2
           8            7            4           72          151            2
           8           13            4          106          152            2
           8           13            4          101          153            2
           8            5            4           61          154            2
           8           13            2           85          155            2
           8           13            2           91          156            2
           8            7            2           58          157            2
           9           13            4          119          158            2
           9            7            2           66          159            2
           9           13            2          102          160            2
           9            5            4           69          161            2
           9            7            4           81          162            2
           9           13            2           96          163            2
           9            5            2           56          164            2
           9            7            2           69          165            2
           9            7            2           66          166            2
           9            5            4           66          167            2
           9           13            2          106          168            2
           9            7            4           81          169            2
           9           13            2          106          170            2
           9           13            4          107          171            2
           9           13            2          106          172            2
           9            7            4           81          173            2
           9            7            4           73          174            2
           9           13            2           96          175            2
           9            7            2           66          176            2
           9            7            4           81          177            2
           9            7            4           81          178            2
           9            7            2           66          179            2
           9            7            4           73          180            2
           9           13            4          107          181            2
           9            5            4           62          182            2
           9            7            4           73          183            2
          10            5            2           60          184            2
          10           13            4          119          185            2
          10            7            4           87          186            2
          10           13            2          113          187            2
          10           13            2          113          188            2
          10           13            4          132          189            2
          10            7            4           81          190            2
          10            7            4           87          191            2
          10            7            4           81          192            2
          10           13            4          132          193            2
          10            5            2           56          194            2
          10            5            4           69          195            2
          10           13            2          113          196            2
          10            5            2           56          197            2
          10            7            2           76          198            2
          10           13            4          132          199            2
          10            7            2           76          200            2
          10           13            2          107          201            2
          10            7            2           69          202            2
          10            5            2           60          203            2
          10            7            4           90          204            2
          11            7            4           90          205            2
          11            5            2           69          206            2
          11           13            4          146          207            2
          11            7            2           76          208            2
          11           13            2          117          209            2
          11            5            4           76          210            2
          11            5            4           76          211            2
          11            5            4           76          212            2
          11            5            4           84          213            2
          11            7            4           90          214            2
          11            5            4           76          215            2
          11            5            4           76          216            2
          11            5            2           69          217            2
          11            7            4           95          218            2
          12           13            4          152          219            2
          12           13            4          152          220            2
          12           13            4          152          221            2
          12           13            2          142          222            2
          12           13            4          152          223            2
          12           13            2          142          224            2
          12            7            2           83          225            2
          12            5            2           75          226            2
          12           13            4          152          227            2
          12            5            2           75          228            2
          12            5            2           75          229            2
          12            5            4           92          230            2
          12            5            4           83          231            2
          12            5            2           75          232            2
          12            7            2           88          233            2
          12            5            4           88          234            2
          12            5            4           83          235            2
          12            7            2           83          236            2
          12            5            2           72          237            2
          12           13            4          159          238            2
          12            7            4           98          239            2
          13           13            2          148          240            2
          13           13            4          155          241            2
          13           13            2          139          242            2
          13            5            4           99          243            2
          13           13            2          139          244            2
          13            5            4           90          245            2
          13           13            4          165          246            2
          13            7            4          118          247            2
          13            5            4           95          248            2
          13           13            4          165          249            2
          13           13            4          155          250            2
          13            5            4           99          251            2
          13           13            4          172          252            2
          13            7            2           90          253            2
          13           13            2          139          254            2
          13            5            4           99          255            2
          13           13            4          165          256            2
          13           13            2          154          257            2
          13            5            4           99          258            2
          13           13            4          165          259            2
          13            7            4          118          260            2
          13            5            4           95          261            2
          13            5            4           99          262            2
          13            7            4          106          263            2
          13            7            2           90          264            2
          13           13            4          155          265            2
          14            5            4           97          266            2
          14            7            2           97          267            2
          14            5            2           88          268            2
          14            5            2           84          269            2
          14            7            4          127          270            2
          14           13            4          185          271            2
          14            7            4          121          272            2
          14           13            4          178          273            2
          14           13            4          178          274            2
          14            7            4          127          275            2
          14            7            2          103          276            2
          14            7            2           97          277            2
          14            5            2           88          278            2
          15            7            2          110          279            2
          15            5            4          110          280            2
          15            7            2          115          281            2
          15            5            2           85          282            2
          15            7            4          130          283            2
          15           13            2          170          284            2
          15            5            4          115          285            2
          15            7            2          115          286            2
          15            5            4          110          287            2
          15            5            4          115          288            2
          15            5            2           90          289            2
          15            5            2           94          290            2
          15           13            2          160          291            2
          15            5            4          103          292            2
          15            5            2           94          293            2
          15            5            4          103          294            2
          15           13            2          160          295            2
          15            5            2           94          296            2
          15            7            2          110          297            2
          15           13            4          199          298            2
          15           13            2          178          299            2
          15            5            2           85          300            2
